SID,hholds,totalpop,male,female,othergender,DivID,Division,DisID,District,Area
1,49,202,101,101,0,4,Barguna,9,Amtali   ,Wapda Office Basti   
2,55,228,124,104,0,4,Barguna,9,Amtali   ,Puratan Am Bazar Basti  
3,11,44,27,17,0,4,Barguna,19,Bamna   ,Khandakar Basti    
4,65,241,119,122,0,4,Barguna,19,Bamna   ,Bamna U.C. Attached Basti  
5,14,47,21,26,0,4,Barguna,19,Bamna   ,Khokan Shikder Basti   
6,45,194,92,102,0,4,Barguna,28,Barguna Sadar  ,Char Colony Basti   
7,48,202,95,107,0,4,Barguna,28,Barguna Sadar  ,Karaitala Basti    
8,152,567,288,278,1,4,Barguna,28,Barguna Sadar  ,Barial Para Basti   
9,36,148,76,72,0,4,Barguna,28,Barguna Sadar  ,Wapda Basti    
10,17,58,28,30,0,4,Barguna,28,Barguna Sadar  ,Faruq.Commissioner Basti    
11,27,99,43,55,1,4,Barguna,28,Barguna Sadar  ,Anwar Mia Basti   
12,30,142,68,74,0,4,Barguna,47,Betagi   ,A.Kalam Basti    
13,77,329,166,163,0,4,Barguna,47,Betagi   ,Swissgate Basti    
14,48,177,93,84,0,4,Barguna,85,Patharghata   ,Wapda Colony Basti   
15,91,356,176,179,1,4,Barguna,85,Patharghata   ,Wapda Beribadh Basti   
16,50,202,110,91,1,4,Barguna,85,Patharghata   ,Zia Math Basti   
17,100,371,182,189,0,4,Barguna,85,Patharghata   ,Zele Para Basti   
18,54,197,108,89,0,6,Barisal,7,Bakerganj   ,Bakerganj Bus Stand   
19,44,181,89,85,7,6,Barisal,7,Bakerganj   ,Bakerganj H.School    
20,62,214,114,100,0,6,Barisal,7,Bakerganj   ,Bari Bazar    
21,15,82,43,39,0,6,Barisal,7,Bakerganj   ,Sahebgonj Up.Road Basti   
22,17,55,27,28,0,6,Barisal,7,Bakerganj   ,Najmul Alam H.School Basti  
23,6,22,13,9,0,6,Barisal,7,Bakerganj   ,U.P. Attached Basti   
24,9,29,15,14,0,6,Barisal,10,Banari Para  ,Jabber Sharder Basti   
25,15,61,30,31,0,6,Barisal,10,Banari Para  ,Mannan Mirdha Mil   
26,17,73,38,35,0,6,Barisal,10,Banari Para  ,Salam Sharder Basti   
27,13,49,27,22,0,6,Barisal,10,Banari Para  ,Kamal Molla Basti   
28,16,70,33,37,0,6,Barisal,10,Banari Para  ,Rob Mirdha    
29,28,136,60,76,0,6,Barisal,51,Barisal Sadar  ,Bisic Khal Par Purba  
30,58,240,107,133,0,6,Barisal,51,Barisal Sadar  ,Khalpar Purba Madhya   
31,39,161,84,76,1,6,Barisal,51,Barisal Sadar  ,Bander Bari    
32,20,89,40,49,0,6,Barisal,51,Barisal Sadar  ,Khalpar Paschim    
33,46,174,89,85,0,6,Barisal,51,Barisal Sadar  ,Mira Bari    
34,15,87,46,41,0,6,Barisal,51,Barisal Sadar  ,Bhokto Colony    
35,65,220,109,111,0,6,Barisal,51,Barisal Sadar  ,Houron Mollai/Kamal    
36,30,111,56,55,0,6,Barisal,51,Barisal Sadar  ,Kamal Khan Bari Attached Bas 
37,20,74,43,31,0,6,Barisal,51,Barisal Sadar  ,Lasutia Khaler Dakshin Matha B 
38,20,70,38,32,0,6,Barisal,51,Barisal Sadar  ,Shahid Khan Bari Attaced  
39,20,77,40,37,0,6,Barisal,51,Barisal Sadar  ,Mannan Chowkider Bari   
40,9,35,17,18,0,6,Barisal,51,Barisal Sadar  ,Molla Bari & Gazi Bari 
41,58,202,91,111,0,6,Barisal,51,Barisal Sadar  ,Bager Bari    
42,58,202,91,111,0,6,Barisal,51,Barisal Sadar  ,Mira Bari    
43,28,144,81,63,0,6,Barisal,51,Barisal Sadar  ,Jashim Sader Bari   
44,24,94,48,46,0,6,Barisal,51,Barisal Sadar  ,Priti Chea House   
45,38,163,88,75,0,6,Barisal,51,Barisal Sadar  ,Kalakha Bari Purba   
46,58,241,125,116,0,6,Barisal,51,Barisal Sadar  ,Kal Kha Bari West  
47,,,,,,6,Barisal,51,Barisal Sadar  ,Mukharjee Bari Attached   
48,35,147,75,72,0,6,Barisal,51,Barisal Sadar  ,Chaoulwala Bari    
49,934,3577,1849,1728,0,6,Barisal,51,Barisal Sadar  ,Bonik Bari    
50,1023,3476,1819,1656,1,6,Barisal,51,Barisal Sadar  ,Gazi Bari    
51,55,239,107,132,0,6,Barisal,51,Barisal Sadar  ,Nur Contractor Bari   
52,56,196,95,100,1,6,Barisal,51,Barisal Sadar  ,Horizon Colony    
53,47,197,103,94,0,6,Barisal,51,Barisal Sadar  ,Kristan Colony    
54,19,71,32,39,0,6,Barisal,51,Barisal Sadar  ,Sattar Khokon    
55,19,68,30,38,0,6,Barisal,51,Barisal Sadar  ,Dr. Bari Faruque   
56,24,110,54,56,0,6,Barisal,51,Barisal Sadar  ,Khalil Miah House   
57,33,139,68,71,0,6,Barisal,51,Barisal Sadar  ,Gazi Bari    
58,35,135,67,68,0,6,Barisal,51,Barisal Sadar  ,Shirpi Sarang Bari   
59,50,203,104,99,0,6,Barisal,51,Barisal Sadar  ,Sunnia Mosque    
60,25,107,69,38,0,6,Barisal,51,Barisal Sadar  ,Janal Abedin House Attached  
61,16,60,27,33,0,6,Barisal,51,Barisal Sadar  ,Matasar Basti(Adam Ali Basti  
62,64,278,127,151,0,6,Barisal,51,Barisal Sadar  ,Lakutia Road Khalpar   
63,99,430,216,214,0,6,Barisal,51,Barisal Sadar  ,Japer Par Poultry Farm  
64,10,41,24,17,0,6,Barisal,51,Barisal Sadar  ,Hero Mia Bari   
65,51,214,115,99,0,6,Barisal,51,Barisal Sadar  ,Sharif Bari Attached   
66,20,91,47,44,0,6,Barisal,51,Barisal Sadar  ,How. Bari    
67,116,540,272,268,0,6,Barisal,51,Barisal Sadar  ,Sikder Bari    
68,20,95,49,46,0,6,Barisal,51,Barisal Sadar  ,Mollah Bari    
69,10,41,25,16,0,6,Barisal,51,Barisal Sadar  ,Chomata Basti    
70,198,867,433,434,0,6,Barisal,51,Barisal Sadar  ,Mohammadpur Char Area   
71,247,979,510,467,2,6,Barisal,51,Barisal Sadar  ,G‐Gram‐1     
72,206,831,424,407,0,6,Barisal,51,Barisal Sadar  ,G‐Gram‐2     
73,137,575,314,256,5,6,Barisal,51,Barisal Sadar  ,G‐Gram‐3     
74,155,578,275,302,1,6,Barisal,51,Barisal Sadar  ,Islam Nagar    
75,98,423,210,213,0,6,Barisal,51,Barisal Sadar  ,G‐Gram‐4     
76,463,1975,999,974,2,6,Barisal,51,Barisal Sadar  ,G‐Gram‐5     
78,478,2138,1085,1050,3,6,Barisal,51,Barisal Sadar  ,G‐Gram‐7     
79,149,677,349,328,0,6,Barisal,51,Barisal Sadar  ,G‐Gram‐8     
80,35,141,75,65,1,6,Barisal,51,Barisal Sadar  ,Dakshin Palashpur K.Par West  
81,68,278,139,139,0,6,Barisal,51,Barisal Sadar  ,Sikdar Para    
82,139,584,311,272,1,6,Barisal,51,Barisal Sadar  ,Uttar Palashpur    
83,86,343,192,151,0,6,Barisal,51,Barisal Sadar  ,Dockyard Poolpar West   
84,10,65,38,27,0,6,Barisal,51,Barisal Sadar  ,Dockyard Khalpar East   
85,41,192,100,92,0,6,Barisal,51,Barisal Sadar  ,M. Hossain Goly   
86,508,1895,900,995,0,6,Barisal,51,Barisal Sadar  ,Gagan Shishu Park North  
87,94,342,189,151,2,6,Barisal,51,Barisal Sadar  ,Char Mohai Tolarghat   
88,100,368,200,168,0,6,Barisal,51,Barisal Sadar  ,Kasaikhana Madrasa Road Basti  
89,232,918,470,446,2,6,Barisal,51,Barisal Sadar  ,Kalapatty Colony    
90,74,342,167,173,2,6,Barisal,51,Barisal Sadar  ,Puratan Narikel Oil Gudham  
91,6,21,11,10,0,6,Barisal,51,Barisal Sadar  ,Sakaribari     
92,594,2362,1193,1158,11,6,Barisal,51,Barisal Sadar  ,Rasulpur Basti    
93,91,393,198,195,0,6,Barisal,51,Barisal Sadar  ,Burir Bari Basti   
94,570,2319,1173,1146,0,6,Barisal,51,Barisal Sadar  ,Balurmath Basti    
95,151,549,282,267,0,6,Barisal,51,Barisal Sadar  ,Namar Char Basti   
96,80,263,142,121,0,6,Barisal,51,Barisal Sadar  ,Baraf Kal Basti   
97,346,1206,664,541,1,6,Barisal,51,Barisal Sadar  ,Vater Khal Basti   
98,44,217,113,104,0,6,Barisal,51,Barisal Sadar  ,Charakutir Basti    
99,26,93,44,49,0,6,Barisal,51,Barisal Sadar  ,Khan Sons Christian Colony  
100,756,3078,1580,1495,3,6,Barisal,51,Barisal Sadar  ,Stadiam Colony Basti   
101,28,106,50,56,0,6,Barisal,51,Barisal Sadar  ,Mahbub Mia Basti   
102,22,83,40,43,0,6,Barisal,51,Barisal Sadar  ,Volaia Bari Basti   
103,12,46,25,21,0,6,Barisal,51,Barisal Sadar  ,Salam Mia Basti   
104,36,140,72,68,0,6,Barisal,51,Barisal Sadar  ,Khunnar Bari Basti   
105,19,65,30,35,0,6,Barisal,51,Barisal Sadar  ,Arshad Mia Basti   
106,108,453,245,208,0,6,Barisal,51,Barisal Sadar  ,Charer Bari Dakshin Alekanda  
107,71,288,146,142,0,6,Barisal,51,Barisal Sadar  ,Christan Colony Basti   
108,37,165,94,71,0,6,Barisal,51,Barisal Sadar  ,Ripuji Colony    
109,299,1240,593,647,0,6,Barisal,51,Barisal Sadar  ,Refugee Colony Basti   
110,36,155,81,74,0,6,Barisal,51,Barisal Sadar  ,Horijan Colony    
111,28,102,55,47,0,6,Barisal,51,Barisal Sadar  ,Girls High School Basti  
112,45,158,80,78,0,6,Barisal,51,Barisal Sadar  ,Sharif Bari Basti   
113,16,63,34,29,0,6,Barisal,51,Barisal Sadar  ,Mhuhuri Bari Basti   
114,15,72,37,35,0,6,Barisal,51,Barisal Sadar  ,Rickshawala Basti    
115,83,353,164,186,3,6,Barisal,51,Barisal Sadar  ,Natun Bazar North Basti  
116,8,31,15,16,0,6,Barisal,51,Barisal Sadar  ,Natun Bazar South Basti  
117,22,98,41,57,0,6,Barisal,51,Barisal Sadar  ,Nazir Mahallah Basti   
118,23,83,41,42,0,6,Barisal,51,Barisal Sadar  ,Sayed Bari    
119,10,36,17,19,0,6,Barisal,51,Barisal Sadar  ,Based Shikder    
120,8,30,13,17,0,6,Barisal,51,Barisal Sadar  ,Chunnu Mia    
121,6,29,14,15,0,6,Barisal,51,Barisal Sadar  ,Titlu Basti    
122,7,27,15,12,0,6,Barisal,51,Barisal Sadar  ,Badal Haq    
123,10,39,21,18,0,6,Barisal,51,Barisal Sadar  ,Govt.Halot Farajiworkshop    
124,9,40,18,22,0,6,Barisal,51,Barisal Sadar  ,Kerani Bari    
125,8,28,12,16,0,6,Barisal,51,Barisal Sadar  ,Harun Firoj Manjil   
126,38,143,70,72,1,6,Barisal,51,Barisal Sadar  ,Karim Shop Ist Lane  
127,29,116,69,47,0,6,Barisal,51,Barisal Sadar  ,Principle Saydul Islam   
128,34,155,70,85,0,6,Barisal,51,Barisal Sadar  ,Noiabari Pool    
129,90,370,187,183,0,6,Barisal,51,Barisal Sadar  ,Khansarak     
130,15,57,32,25,0,6,Barisal,51,Barisal Sadar  ,Islam Para    
131,14,60,26,34,0,6,Barisal,51,Barisal Sadar  ,Fakir Bari    
132,30,122,59,62,1,6,Barisal,51,Barisal Sadar  ,Dhargabri     
133,33,140,70,69,1,6,Barisal,51,Barisal Sadar  ,Thana Council Deghirpar   
134,20,86,47,39,0,6,Barisal,51,Barisal Sadar  ,Ishakha Sharak    
135,20,97,49,47,1,6,Barisal,51,Barisal Sadar  ,Nomo Shudra Para   
136,20,93,51,42,0,6,Barisal,51,Barisal Sadar  ,Tia Khali Basti   
137,10,46,21,25,0,6,Barisal,51,Barisal Sadar  ,Khan Sarak Basti   
138,10,46,23,23,0,6,Barisal,51,Barisal Sadar  ,Lalit Daser Pole Basti  
139,10,37,15,22,0,6,Barisal,51,Barisal Sadar  ,Shikder Para    
140,9,46,28,18,0,6,Barisal,51,Barisal Sadar  ,Thakur Bari    
141,19,81,42,39,0,6,Barisal,51,Barisal Sadar  ,Khan Sorok Basti   
142,60,262,135,127,0,6,Barisal,51,Barisal Sadar  ,Lalar Deghir Par Basti  
143,29,145,70,75,0,6,Barisal,51,Barisal Sadar  ,Pry Mary School Sorok  
144,23,97,50,47,0,6,Barisal,51,Barisal Sadar  ,Rice Reserace South East  
145,17,66,36,30,0,6,Barisal,51,Barisal Sadar  ,Shere Bangla Sarak   
146,38,144,75,69,0,6,Barisal,51,Barisal Sadar  ,Gas Terbain Area   
147,11,33,14,19,0,6,Barisal,51,Barisal Sadar  ,Jagua Uttar Ssattar Basti  
148,20,85,53,32,0,6,Barisal,51,Barisal Sadar  ,Sultan Khan Basti   
149,9,35,27,8,0,6,Barisal,51,Barisal Sadar  ,Salam Khan Basti   
150,6,18,12,6,0,6,Barisal,51,Barisal Sadar  ,Aual Khan Basti   
151,7,20,10,10,0,6,Barisal,51,Barisal Sadar  ,Ratan Khan Basti   
152,5,16,7,9,0,6,Barisal,51,Barisal Sadar  ,Amir Khan Basti   
153,29,114,63,51,0,6,Barisal,51,Barisal Sadar  ,Fishery Rd.    
154,18,60,28,32,0,6,Barisal,51,Barisal Sadar  ,Kashipur Chatulpur Khalpar   
155,32,120,62,58,0,6,Barisal,51,Barisal Sadar  ,Kashipur Chatupur Sikder Bari  
156,79,331,159,172,0,6,Barisal,51,Barisal Sadar  ,Uttar Colony Khalpar   
157,24,77,46,31,0,6,Barisal,51,Barisal Sadar  ,Lutfar Rahman Sarak Mazi  
158,80,308,162,146,0,6,Barisal,51,Barisal Sadar  ,Madrasha Polar Basti   
159,40,174,97,77,0,6,Barisal,51,Barisal Sadar  ,Khokan Miazi Basti   
160,13,49,24,25,0,6,Barisal,51,Barisal Sadar  ,Kasi Pur High Sch. Basti 
161,9,41,20,21,0,6,Barisal,51,Barisal Sadar  ,Jubak Housing Basti   
162,20,69,35,34,0,6,Barisal,51,Barisal Sadar  ,Shipbari Mor    
163,19,72,41,30,1,6,Barisal,51,Barisal Sadar  ,Kashipur Chaita Basti   
164,36,141,60,81,0,6,Barisal,51,Barisal Sadar  ,Bashtala Basti    
165,10,36,16,20,0,6,Barisal,51,Barisal Sadar  ,Pukur Par Basti   
166,33,167,78,88,1,9,Bhola,18,Bhola Sadar  ,Dhum Colony Basti   
167,78,313,162,151,0,9,Bhola,18,Bhola Sadar  ,Muslim Colony Basti   
168,72,272,138,134,0,9,Bhola,25,Char Fasson  ,Bastuhara Basti    
169,8,36,23,13,0,9,Bhola,25,Char Fasson  ,Khalpara Rofiq Basti   
170,12,45,21,24,0,9,Bhola,25,Char Fasson  ,Brd Bsanglagna Basti   
171,10,39,19,20,0,9,Bhola,25,Char Fasson  ,Adarsha Molla Para Basti  
172,244,1227,638,583,6,9,Bhola,29,Daulat Khan  ,Baraf Kol Veri Bhad  
173,100,495,246,249,0,9,Bhola,29,Daulat Khan  ,"2‐No,Bheribadh Basti    "
174,99,451,239,212,0,9,Bhola,29,Daulat Khan  ,"3‐No,Bheribadh Basti    "
175,81,329,178,151,0,9,Bhola,29,Daulat Khan  ,6‐No Swise Gate   
176,54,213,111,102,0,9,Bhola,54,Lalmohan   ,Jalia Para Basti   
177,30,114,56,58,0,42,Jhalokati,40,Jhalokati Sadar  ,Puraton Coll. Jhalokhati   
178,8,25,13,12,0,42,Jhalokati,40,Jhalokati Sadar  ,Manosha Bari Bhanga Dalan  
179,7,29,14,15,0,42,Jhalokati,40,Jhalokati Sadar  ,Technicale Coll.School    
180,50,195,96,99,0,42,Jhalokati,73,Nalchity   ,V.I.P.Colony     
181,48,190,86,104,0,42,Jhalokati,73,Nalchity   ,Khash Mahal Pukur Par  
182,20,80,36,42,2,78,Patuakhali,57,Galachipa   ,Bery Badh Basti Koltala  
183,5,18,9,8,1,78,Patuakhali,66,Kalapara   ,Jele Para Basti   
184,16,70,32,38,0,78,Patuakhali,66,Kalapara   ,Bara Kal Bari Basti  
185,10,39,16,23,0,78,Patuakhali,66,Kalapara   ,Hospital Attached Basti   
186,10,40,18,22,0,78,Patuakhali,66,Kalapara   ,Ferry Ghat Basti   
187,9,31,17,14,0,78,Patuakhali,66,Kalapara   ,Ghudamghat Basti    
188,15,61,31,30,0,78,Patuakhali,66,Kalapara   ,Suize Basti    
189,6,23,10,13,0,78,Patuakhali,66,Kalapara   ,Badur Tala    
190,5,17,11,6,0,78,Patuakhali,66,Kalapara   ,Islampur Basti    
191,6,27,14,13,0,78,Patuakhali,66,Kalapara   ,Sharifpur Basti    
192,9,34,16,18,0,78,Patuakhali,66,Kalapara   ,Paschim Kuakata Basti   
193,47,175,89,86,0,78,Patuakhali,66,Kalapara   ,Adarsha Basti    
194,18,55,30,25,0,78,Patuakhali,66,Kalapara   ,Panju Para    
195,28,125,66,59,0,78,Patuakhali,95,Patuakhali Sadar  ,Katpatty Basti    
196,99,424,216,208,0,78,Patuakhali,95,Patuakhali Sadar  ,Kaler Pukurpar Bast   
197,24,96,49,47,0,78,Patuakhali,95,Patuakhali Sadar  ,Kaler Pukurpar Bast   
198,38,162,83,79,0,78,Patuakhali,95,Patuakhali Sadar  ,Taltala Basti    
199,19,84,53,31,0,78,Patuakhali,95,Patuakhali Sadar  ,Paura Bipani Bitan   
200,20,91,41,50,0,78,Patuakhali,95,Patuakhali Sadar  ,Shisu Park Basti   
201,60,231,118,113,0,78,Patuakhali,95,Patuakhali Sadar  ,Charpara Basti    
202,23,78,38,40,0,78,Patuakhali,95,Patuakhali Sadar  ,Bepari Bari Basti   
203,17,71,38,33,0,78,Patuakhali,95,Patuakhali Sadar  ,Thanapara Basti    
204,6,23,13,10,0,79,Pirojpur,14,Bhandaria   ,Bheder Basti    
205,8,27,16,11,0,79,Pirojpur,80,Pirojpur Sadar  ,Zahid Shek Mill Basti  
206,10,42,23,19,0,3,Bandarban,4,Alikadam   ,Nasir Chairman    
207,21,67,36,31,0,3,Bandarban,4,Alikadam   ,Manu Mestri    
208,8,29,12,17,0,3,Bandarban,4,Alikadam   ,Sheher Ali    
209,34,146,77,69,0,3,Bandarban,4,Alikadam   ,Rafique Chy.    
210,6,21,10,11,0,3,Bandarban,4,Alikadam   ,Zahedar Baper Basti   
211,8,27,12,15,0,3,Bandarban,4,Alikadam   ,Thowaichangya Marma    
212,10,50,23,27,0,3,Bandarban,4,Alikadam   ,Mustaque Sarder    
213,5,23,9,14,0,3,Bandarban,4,Alikadam   ,Danu Sarder    
214,8,34,15,19,0,3,Bandarban,14,Bandarban Sadar  ,Mostak Mia Basti   
215,15,70,32,38,0,3,Bandarban,14,Bandarban Sadar  ,Jele Para Basti   
216,13,54,28,26,0,3,Bandarban,14,Bandarban Sadar  ,Nurul Islam Basti   
217,117,487,233,254,0,3,Bandarban,14,Bandarban Sadar  ,Madhyampara Basti    
218,182,769,388,380,1,3,Bandarban,14,Bandarban Sadar  ,Barisal Para Sangu Area  
219,50,210,102,108,0,3,Bandarban,14,Bandarban Sadar  ,Keochin Para    
220,43,170,103,67,0,3,Bandarban,14,Bandarban Sadar  ,Ruhul Mallike Basti   
221,8,32,14,18,0,3,Bandarban,14,Bandarban Sadar  ,Razzak Manajar Basti   
222,5,21,9,12,0,3,Bandarban,14,Bandarban Sadar  ,Delwara Begum Basti   
223,10,35,14,21,0,3,Bandarban,14,Bandarban Sadar  ,Ruma Bus Stand Basti  
224,20,85,46,39,0,3,Bandarban,14,Bandarban Sadar  ,Shandarabajepara Basti    
225,80,326,189,137,0,3,Bandarban,14,Bandarban Sadar  ,1 No.Sangu Bridge Dhakhin  
226,10,35,19,16,0,3,Bandarban,51,Lama   ,Haradan Basti    
227,14,53,25,28,0,3,Bandarban,51,Lama   ,Ali Mia Basti   
228,6,37,21,16,0,3,Bandarban,51,Lama   ,Chhagalkhaya Basti    
229,6,23,13,10,0,3,Bandarban,91,Ruma   ,Siddique     
230,12,40,22,18,0,3,Bandarban,91,Ruma   ,Ziarul     
231,10,39,21,18,0,3,Bandarban,91,Ruma   ,Nuruzzaman     
232,14,42,23,19,0,3,Bandarban,91,Ruma   ,Shadon     
233,6,26,15,11,0,3,Bandarban,91,Ruma   ,Jashim     
234,25,100,50,50,0,3,Bandarban,91,Ruma   ,Babul     
235,25,133,70,63,0,3,Bandarban,91,Ruma   ,Lalkun Bawm    
236,9,33,14,19,0,3,Bandarban,91,Ruma   ,Hasan Ali    
237,50,214,112,102,0,3,Bandarban,95,Thanchi   ,Natun Para    
238,12,48,30,18,0,3,Bandarban,95,Thanchi   ,Yousuf Ali    
239,22,135,65,70,0,12,Brahmanbaria,2,Akhaura   ,Railway Station Suipar Colony  
240,59,264,143,121,0,12,Brahmanbaria,2,Akhaura   ,Bara Bazar Basti   
241,50,190,98,89,3,12,Brahmanbaria,2,Akhaura   ,Lal Bazar    
242,20,75,37,38,0,12,Brahmanbaria,2,Akhaura   ,Upazila Complex Basti   
243,98,361,190,169,2,12,Brahmanbaria,2,Akhaura   ,Chandan Sar Colony   
244,70,280,150,130,0,12,Brahmanbaria,2,Akhaura   ,Shanti Nagar    
245,10,51,21,29,1,12,Brahmanbaria,4,Banchharampur   ,Jagannathpur Pukurpar    
246,18,80,42,38,0,12,Brahmanbaria,4,Banchharampur   ,Titas River Uttar Bade Basti 
247,10,50,23,27,0,12,Brahmanbaria,13,Brahmanbaria Sadar  ,Paschim Medda    
248,37,150,75,74,1,12,Brahmanbaria,13,Brahmanbaria Sadar  ,Titas Para    
249,14,67,33,34,0,12,Brahmanbaria,13,Brahmanbaria Sadar  ,Madhaya Palpara    
250,24,124,67,56,1,12,Brahmanbaria,13,Brahmanbaria Sadar  ,Sweeperpara Basti    
251,46,224,112,112,0,12,Brahmanbaria,13,Brahmanbaria Sadar  ,Hindu Para    
252,30,142,75,67,0,12,Brahmanbaria,13,Brahmanbaria Sadar  ,Brahman Para    
253,11,54,29,25,0,12,Brahmanbaria,13,Brahmanbaria Sadar  ,Pdb Side Office   
254,107,400,207,193,0,12,Brahmanbaria,13,Brahmanbaria Sadar  ,Pukurpar Near Ukil Bari  
255,55,191,103,88,0,12,Brahmanbaria,13,Brahmanbaria Sadar  ,Uttar Murail Basti   
256,16,75,40,35,0,12,Brahmanbaria,33,Ashuganj   ,"Ashugonj Food Godaun,Railget   "
257,13,62,31,31,0,12,Brahmanbaria,33,Ashuganj   ,Ashuganj Pdb Harijan Colony  
258,6,27,15,12,0,12,Brahmanbaria,33,Ashuganj   ,Ashugsanj Hospital Road Colony  
259,24,96,49,47,0,12,Brahmanbaria,33,Ashuganj   ,Ashuganj Fopod Godown Est  
260,8,40,21,19,0,12,Brahmanbaria,33,Ashuganj   ,Char Char Tala   
261,15,57,34,23,0,12,Brahmanbaria,85,Nabinagar   ,Pailot School Math Basti  
262,19,83,46,37,0,12,Brahmanbaria,85,Nabinagar   ,Alia Bad Bus Stand Basti 
263,19,88,47,41,0,12,Brahmanbaria,94,Sarail   ,Nutun Hably Basti   
264,28,141,68,73,0,12,Brahmanbaria,94,Sarail   ,Nath Para Rifuji Colony  
265,10,44,22,22,0,12,Brahmanbaria,94,Sarail   ,Badda Para Rifuji Colony  
266,98,804,424,380,0,13,Chandpur,22,Chandpur Sadar  ,Osmania Madrasha East Side  
267,76,336,160,176,0,13,Chandpur,22,Chandpur Sadar  ,"Dud Bazar,Meghnanarpar    "
268,19,76,35,41,0,13,Chandpur,22,Chandpur Sadar  ,Puran Fire Service   
269,304,1296,643,653,0,13,Chandpur,22,Chandpur Sadar  ,"Momefactory,Puranbazar     "
270,279,1304,650,654,0,13,Chandpur,22,Chandpur Sadar  ,"Rifuji Colony ,Puranbazar   "
271,37,177,93,84,0,13,Chandpur,22,Chandpur Sadar  ,Uttar Ramayan Kuli Bagan  
272,40,196,106,90,0,13,Chandpur,22,Chandpur Sadar  ,Harijan Colony    
273,35,146,72,74,0,13,Chandpur,22,Chandpur Sadar  ,Kubbat Gazi Bari   
274,583,2642,1359,1282,1,13,Chandpur,22,Chandpur Sadar  ,Madhya Sreeramdi Basti   
275,46,203,94,109,0,13,Chandpur,22,Chandpur Sadar  ,Hari Sava Road   
276,70,316,164,151,1,13,Chandpur,22,Chandpur Sadar  ,Rana Goal Road   
277,115,451,228,222,1,13,Chandpur,22,Chandpur Sadar  ,Dakshin Sreeramdi    
278,72,336,173,163,0,13,Chandpur,22,Chandpur Sadar  ,Makka Milla Sanglagna   
279,84,361,179,182,0,13,Chandpur,22,Chandpur Sadar  ,Battala Prymari School Attache  
280,16,60,26,34,0,13,Chandpur,22,Chandpur Sadar  ,Kuli Bagan    
281,51,229,122,107,0,13,Chandpur,22,Chandpur Sadar  ,Momenbagh     
282,71,298,152,146,0,13,Chandpur,22,Chandpur Sadar  ,Ragunathpur Beri Badh Attached  
283,113,511,253,251,7,13,Chandpur,22,Chandpur Sadar  ,Koyla Ghat    
284,68,279,143,134,2,13,Chandpur,22,Chandpur Sadar  ,5 No. Ghat   
285,25,122,61,61,0,13,Chandpur,22,Chandpur Sadar  ,Metha Road Colony   
286,211,1052,543,509,0,13,Chandpur,22,Chandpur Sadar  ,Tilabari Basti    
287,114,528,264,264,0,13,Chandpur,22,Chandpur Sadar  ,Nisi Quatar Kacha Colony  
288,151,567,299,268,0,13,Chandpur,22,Chandpur Sadar  ,Bara Station    
289,151,621,320,301,0,13,Chandpur,22,Chandpur Sadar  ,Pilot House    
290,212,936,453,483,0,13,Chandpur,22,Chandpur Sadar  ,Madhaya Jamuna Road   
291,204,1365,680,685,0,13,Chandpur,22,Chandpur Sadar  ,Jamuna Road Uttar   
292,199,892,439,453,0,13,Chandpur,22,Chandpur Sadar  ,Madrasha Road    
293,167,756,380,374,2,13,Chandpur,22,Chandpur Sadar  ,Jamtala Nishi Road   
294,212,850,409,441,0,13,Chandpur,22,Chandpur Sadar  ,Nadir Parer Kandi   
295,80,372,185,187,0,13,Chandpur,22,Chandpur Sadar  ,Harijan Colony    
296,127,551,291,260,0,13,Chandpur,22,Chandpur Sadar  ,Sramik Colony    
297,106,471,233,238,0,13,Chandpur,22,Chandpur Sadar  ,Railway Kabarstan    
298,187,866,441,424,1,13,Chandpur,22,Chandpur Sadar  ,Club Road    
299,149,595,298,297,0,13,Chandpur,22,Chandpur Sadar  ,J.T.C. Kuli Bgan   
300,8,31,14,17,0,13,Chandpur,22,Chandpur Sadar  ,Court Station Uttar Side  
301,56,247,118,129,0,13,Chandpur,22,Chandpur Sadar  ,Horijan Colony    
302,17,80,36,44,0,13,Chandpur,22,Chandpur Sadar  ,Rail Way Line Both Side 
303,11,60,34,26,0,13,Chandpur,22,Chandpur Sadar  ,Muchi Bari    
304,37,129,59,70,0,13,Chandpur,45,Faridganj   ,"Rupsa Dakshin, Uttar   "
305,13,46,26,20,0,13,Chandpur,45,Faridganj   ,Wafdda Rest House   
306,8,36,17,19,0,13,Chandpur,45,Faridganj   ,Polly Biddut Office   
307,5,22,12,10,0,13,Chandpur,49,Hajiganj   ,Haji Ganj Rail Station  
308,30,114,57,57,0,13,Chandpur,49,Hajiganj   ,Model College Rail Line  
309,19,68,29,39,0,13,Chandpur,49,Hajiganj   ,Enayetpur Bus Stand   
310,753,3013,1510,1503,0,15,Chittagong,6,Bayejid Bostami  ,Shanti Colony    
311,220,963,514,449,0,15,Chittagong,6,Bayejid Bostami  ,Station Colony    
312,505,2129,1149,971,9,15,Chittagong,6,Bayejid Bostami  ,Bhatiari Link Road Colony  
313,80,372,184,188,0,15,Chittagong,6,Bayejid Bostami  ,Amir Hamza Colony   
314,84,346,166,180,0,15,Chittagong,6,Bayejid Bostami  ,Borai Tola Colony   
315,82,345,163,182,0,15,Chittagong,6,Bayejid Bostami  ,Nachni Cola Colony   
