SID,hholds,totalpop,male,female,othergender,DivID,Division,DisID,District,Area
8090,12,49,24,25,0,29,Faridpur,47,Faridpur Sadar  ,Lash Kata Gharbasti   
8091,91,356,173,183,0,29,Faridpur,47,Faridpur Sadar  ,Muslim Colony    
8092,21,73,32,41,0,29,Faridpur,47,Faridpur Sadar  ,Jel Basti    
8093,171,682,321,361,0,29,Faridpur,47,Faridpur Sadar  ,Swice Gate Beribadh Basti  
8094,18,86,46,40,0,29,Faridpur,56,Madhukhali   ,Madhukhali Railway Basti   
8095,141,560,299,260,1,33,Gazipur,30,Gazipur Sadar  ,Barishal Tek    
8096,270,836,425,411,0,33,Gazipur,30,Gazipur Sadar  ,Bat Tala    
8097,52,159,81,78,0,33,Gazipur,30,Gazipur Sadar  ,"Amzad,Shiblu,Musa     "
8098,38,107,58,49,0,33,Gazipur,30,Gazipur Sadar  ,Domna Zakir Hazi   
8099,24,91,42,49,0,33,Gazipur,30,Gazipur Sadar  ,Madhabpur Pachim Para   
8100,198,661,323,333,5,33,Gazipur,30,Gazipur Sadar  ,Shibrampur Pachim Para   
8101,39,149,75,74,0,33,Gazipur,30,Gazipur Sadar  ,Shibrampur     
8102,166,604,306,298,0,33,Gazipur,30,Gazipur Sadar  ,Shuruj Ali Tek   
8103,14,55,31,24,0,33,Gazipur,30,Gazipur Sadar  ,Pabnar Tek    
8104,25,105,53,52,0,33,Gazipur,30,Gazipur Sadar  ,Gazar Char    
8105,40,158,80,78,0,33,Gazipur,30,Gazipur Sadar  ,Lashkar Chala    
8106,107,483,248,235,0,33,Gazipur,30,Gazipur Sadar  ,Lohakair     
8107,94,431,232,199,0,33,Gazipur,30,Gazipur Sadar  ,Barenda Dakshin Para Basti  
8108,20,102,58,44,0,33,Gazipur,30,Gazipur Sadar  ,Lal Digir Par   
8109,90,383,209,174,0,33,Gazipur,30,Gazipur Sadar  ,Baxdengar     
8110,20,73,33,40,0,33,Gazipur,30,Gazipur Sadar  ,Mujib Nagar Purba   
8111,52,189,94,95,0,33,Gazipur,30,Gazipur Sadar  ,Salika Digirpar    
8112,15,56,25,31,0,33,Gazipur,30,Gazipur Sadar  ,Lal Mati    
8113,100,346,165,181,0,33,Gazipur,30,Gazipur Sadar  ,Nur Khan Bariri Basti  
8114,89,295,155,140,0,33,Gazipur,30,Gazipur Sadar  ,Helal Belayet    
8115,69,214,116,98,0,33,Gazipur,30,Gazipur Sadar  ,"Alal,Jalal,Habibur     "
8116,29,109,58,51,0,33,Gazipur,30,Gazipur Sadar  ,Kalam & Billal   
8117,36,78,37,41,0,33,Gazipur,30,Gazipur Sadar  ,Habul & Selim   
8118,70,176,82,94,0,33,Gazipur,30,Gazipur Sadar  ,Delwar     
8119,105,289,140,149,0,33,Gazipur,30,Gazipur Sadar  ,"Motaleb,Anis,Siraj     "
8120,87,264,135,129,0,33,Gazipur,30,Gazipur Sadar  ,Rashid & Monir   
8121,43,170,75,95,0,33,Gazipur,30,Gazipur Sadar  ,Bazar Khal Basti& Anwar  
8122,20,67,30,37,0,33,Gazipur,30,Gazipur Sadar  ,Nayapara Humayan Morsalin   
8123,30,99,42,57,0,33,Gazipur,30,Gazipur Sadar  ,Runu Bhuyan    
8124,92,316,163,153,0,33,Gazipur,30,Gazipur Sadar  ,Joj Bhuyan‐2    
8125,80,211,115,96,0,33,Gazipur,30,Gazipur Sadar  ,Idriser Basti    
8126,20,48,21,27,0,33,Gazipur,30,Gazipur Sadar  ,Billal & Dulal   
8127,105,351,246,105,0,33,Gazipur,30,Gazipur Sadar  ,Mukter Khan    
8128,94,278,150,128,0,33,Gazipur,30,Gazipur Sadar  ,Motaleb Pathan    
8129,95,261,152,109,0,33,Gazipur,30,Gazipur Sadar  ,Romij Pathan    
8130,100,208,105,103,0,33,Gazipur,30,Gazipur Sadar  ,Nirur Basti    
8131,90,196,101,95,0,33,Gazipur,30,Gazipur Sadar  ,"Taijuddin, Romij    "
8132,9,31,17,14,0,33,Gazipur,30,Gazipur Sadar  ,Abul Mistree    
8133,10,24,12,12,0,33,Gazipur,30,Gazipur Sadar  ,Rashid Molla    
8134,98,285,173,112,0,33,Gazipur,30,Gazipur Sadar  ,Khondokar Para    
8135,40,101,45,56,0,33,Gazipur,30,Gazipur Sadar  ,Jabed Basti    
8136,50,116,68,48,0,33,Gazipur,30,Gazipur Sadar  ,Alauddin Molla    
8137,31,104,58,46,0,33,Gazipur,30,Gazipur Sadar  ,Sajahan     
8138,58,170,86,83,1,33,Gazipur,30,Gazipur Sadar  ,Ujjal     
8139,21,47,21,26,0,33,Gazipur,30,Gazipur Sadar  ,Manju     
8140,81,192,95,97,0,33,Gazipur,30,Gazipur Sadar  ,"Selim,Nuru,Jahir     "
8141,100,273,133,140,0,33,Gazipur,30,Gazipur Sadar  ,Bijoy     
8142,31,81,40,41,0,33,Gazipur,30,Gazipur Sadar  ,Sajib     
8143,45,101,56,45,0,33,Gazipur,30,Gazipur Sadar  ,Munsir     
8144,25,56,29,27,0,33,Gazipur,30,Gazipur Sadar  ,Batchu Khan    
8145,14,29,15,14,0,33,Gazipur,30,Gazipur Sadar  ,Ajhar     
8146,36,81,42,39,0,33,Gazipur,30,Gazipur Sadar  ,Aminul     
8147,11,26,16,10,0,33,Gazipur,30,Gazipur Sadar  ,Raja Mia    
8148,40,89,46,43,0,33,Gazipur,30,Gazipur Sadar  ,Haidar     
8149,94,249,123,126,0,33,Gazipur,30,Gazipur Sadar  ,"Sajib,Batchu,Billal     "
8150,98,328,161,167,0,33,Gazipur,30,Gazipur Sadar  ,A.Razzak/Zamal Miah Basti   
8151,193,615,285,327,3,33,Gazipur,30,Gazipur Sadar  ,Eidgha Matir Dakshin Basti  
8152,125,423,223,200,0,33,Gazipur,30,Gazipur Sadar  ,Harinchala Natun Bazar Basti  
8153,28,96,57,39,0,33,Gazipur,30,Gazipur Sadar  ,Konabari College Gate Basti  
8154,10,25,13,12,0,33,Gazipur,30,Gazipur Sadar  ,Wahab Miar Basti   
8155,36,124,61,63,0,33,Gazipur,30,Gazipur Sadar  ,Rahim     
8156,34,75,37,38,0,33,Gazipur,30,Gazipur Sadar  ,Adjacent Tata Comp. Basti  
8157,31,82,39,43,0,33,Gazipur,30,Gazipur Sadar  ,Arman     
8158,49,142,72,70,0,33,Gazipur,30,Gazipur Sadar  ,Babul Mia    
8159,50,165,112,53,0,33,Gazipur,30,Gazipur Sadar  ,Moshraf Shikder    
8160,169,535,266,269,0,33,Gazipur,30,Gazipur Sadar  ,Sayfuddin     
8161,10,27,14,13,0,33,Gazipur,30,Gazipur Sadar  ,Jashim     
8162,191,549,286,262,1,33,Gazipur,30,Gazipur Sadar  ,Hannan/Mannan     
8163,31,120,56,64,0,33,Gazipur,30,Gazipur Sadar  ,Nurul Islam    
8164,178,460,242,212,6,33,Gazipur,30,Gazipur Sadar  ,Haji Sayful    
8165,103,379,187,191,1,33,Gazipur,30,Gazipur Sadar  ,Aminuler Basti    
8166,68,225,106,119,0,33,Gazipur,30,Gazipur Sadar  ,Fayzaler Basti    
8167,42,139,71,68,0,33,Gazipur,30,Gazipur Sadar  ,Tofazzaler Basti    
8168,45,131,64,67,0,33,Gazipur,30,Gazipur Sadar  ,Shahid & Oliullar Basti  
8169,50,172,94,78,0,33,Gazipur,30,Gazipur Sadar  ,Gias Hazir Basti   
8170,19,63,32,31,0,33,Gazipur,30,Gazipur Sadar  ,Moyzuddiner Basti    
8171,17,65,33,32,0,33,Gazipur,30,Gazipur Sadar  ,Rahmaner Basti    
8172,34,106,48,58,0,33,Gazipur,30,Gazipur Sadar  ,Firozer Basti    
8173,18,60,27,33,0,33,Gazipur,30,Gazipur Sadar  ,Arsar Alir Basti   
8174,113,331,175,156,0,33,Gazipur,30,Gazipur Sadar  ,Shukarer Basti    
8175,119,325,163,160,2,33,Gazipur,30,Gazipur Sadar  ,Baser Ali Basti   
8176,218,584,306,278,0,33,Gazipur,30,Gazipur Sadar  ,Hasur Basti    
8177,45,131,67,64,0,33,Gazipur,30,Gazipur Sadar  ,Hasemer Basti    
8178,50,139,71,68,0,33,Gazipur,30,Gazipur Sadar  ,Akkas Basti    
8179,46,124,66,58,0,33,Gazipur,30,Gazipur Sadar  ,Abuler Basti    
8180,17,58,29,29,0,33,Gazipur,30,Gazipur Sadar  ,Sirazuler Bari    
8181,209,560,310,250,0,33,Gazipur,30,Gazipur Sadar  ,Nur Mohammader Basti   
8182,12,30,14,16,0,33,Gazipur,30,Gazipur Sadar  ,Habizer Basti    
8183,30,77,43,34,0,33,Gazipur,30,Gazipur Sadar  ,Nader Ali Basti   
8184,17,49,24,25,0,33,Gazipur,30,Gazipur Sadar  ,Akkus Basti    
8185,15,43,23,20,0,33,Gazipur,30,Gazipur Sadar  ,Khasru Hazir Bari   
8186,20,60,29,31,0,33,Gazipur,30,Gazipur Sadar  ,Islampur Nayapara Basti   
8187,20,42,18,24,0,33,Gazipur,30,Gazipur Sadar  ,Zahangir     
8188,17,42,21,21,0,33,Gazipur,30,Gazipur Sadar  ,Mojibar     
8189,50,120,59,61,0,33,Gazipur,30,Gazipur Sadar  ,Nuru Hazi    
8190,10,27,14,13,0,33,Gazipur,30,Gazipur Sadar  ,Khorshed     
8191,16,40,19,21,0,33,Gazipur,30,Gazipur Sadar  ,Julhsh Khan    
8192,10,28,15,13,0,33,Gazipur,30,Gazipur Sadar  ,Nurislam     
8193,10,38,18,20,0,33,Gazipur,30,Gazipur Sadar  ,Khaleque Bhandari    
8194,20,53,26,27,0,33,Gazipur,30,Gazipur Sadar  ,Jalal Uddin    
8195,22,57,28,29,0,33,Gazipur,30,Gazipur Sadar  ,Shek Manik    
8196,100,305,201,104,0,33,Gazipur,30,Gazipur Sadar  ,Samad+Zillur     
8197,50,137,62,75,0,33,Gazipur,30,Gazipur Sadar  ,Suruj Miah    
8198,20,55,26,29,0,33,Gazipur,30,Gazipur Sadar  ,Suruj Miah‐2    
8199,20,54,24,30,0,33,Gazipur,30,Gazipur Sadar  ,Suruj Miah‐3    
8200,50,159,74,85,0,33,Gazipur,30,Gazipur Sadar  ,Rasel+Bachu Mizan    
8201,17,61,37,24,0,33,Gazipur,30,Gazipur Sadar  ,Mizan     
8202,20,60,27,33,0,33,Gazipur,30,Gazipur Sadar  ,Abul+Azhar(Pukurpar)     
8203,13,31,16,15,0,33,Gazipur,30,Gazipur Sadar  ,Latif     
8204,13,28,12,16,0,33,Gazipur,30,Gazipur Sadar  ,Mozammel     
8205,20,48,24,24,0,33,Gazipur,30,Gazipur Sadar  ,Moshiur Rahman    
8206,10,33,15,18,0,33,Gazipur,30,Gazipur Sadar  ,A.Rashid     
8207,8,19,10,9,0,33,Gazipur,30,Gazipur Sadar  ,Yanus Mia    
8208,14,47,27,20,0,33,Gazipur,30,Gazipur Sadar  ,Jashim     
8209,10,23,15,8,0,33,Gazipur,30,Gazipur Sadar  ,Khalek     
8210,10,24,10,14,0,33,Gazipur,30,Gazipur Sadar  ,Babul Munshi    
8211,8,21,8,13,0,33,Gazipur,30,Gazipur Sadar  ,Nazim     
8212,10,22,13,9,0,33,Gazipur,30,Gazipur Sadar  ,Showkat     
8213,8,17,7,10,0,33,Gazipur,30,Gazipur Sadar  ,Abul Kashem    
8214,30,84,41,43,0,33,Gazipur,30,Gazipur Sadar  ,Nijam Uddin    
8215,17,35,20,14,1,33,Gazipur,30,Gazipur Sadar  ,Sayad Alamgir    
8216,10,23,12,10,1,33,Gazipur,30,Gazipur Sadar  ,Raju     
8217,12,34,17,17,0,33,Gazipur,30,Gazipur Sadar  ,A.Mannan     
8218,92,329,157,172,0,33,Gazipur,30,Gazipur Sadar  ,A.Mannan     
8219,20,63,31,32,0,33,Gazipur,30,Gazipur Sadar  ,Afaj Uddin    
8220,20,51,30,21,0,33,Gazipur,30,Gazipur Sadar  ,A.Gani Bhu.    
8221,6,16,8,8,0,33,Gazipur,30,Gazipur Sadar  ,Huymayan     
8222,20,47,23,24,0,33,Gazipur,30,Gazipur Sadar  ,A.Latif     
8223,20,61,34,27,0,33,Gazipur,30,Gazipur Sadar  ,Sabur Matbar    
8224,20,55,28,27,0,33,Gazipur,30,Gazipur Sadar  ,Sabur Matbar    
8225,10,27,14,13,0,33,Gazipur,30,Gazipur Sadar  ,Sabur Matbar    
8226,10,26,12,14,0,33,Gazipur,30,Gazipur Sadar  ,Jamal Shek    
8227,15,33,16,17,0,33,Gazipur,30,Gazipur Sadar  ,Tobarek Molla    
8228,10,26,14,12,0,33,Gazipur,30,Gazipur Sadar  ,Liakat     
8229,8,19,10,9,0,33,Gazipur,30,Gazipur Sadar  ,Siddik Ali    
8230,8,25,14,11,0,33,Gazipur,30,Gazipur Sadar  ,Kajal Dr.    
8231,17,55,30,25,0,33,Gazipur,30,Gazipur Sadar  ,Jahirul Islam(Alal)    
8232,10,33,14,19,0,33,Gazipur,30,Gazipur Sadar  ,Farid Uddin(Sharif)    
8233,9,30,11,19,0,33,Gazipur,30,Gazipur Sadar  ,Salam     
8234,8,28,17,11,0,33,Gazipur,30,Gazipur Sadar  ,Shafikur Rahman(Robi)    
8235,8,24,14,10,0,33,Gazipur,30,Gazipur Sadar  ,A.Samad     
8236,42,148,117,31,0,33,Gazipur,30,Gazipur Sadar  ,Mahtab     
8237,18,55,28,27,0,33,Gazipur,30,Gazipur Sadar  ,Mojibar     
8238,23,52,30,22,0,33,Gazipur,30,Gazipur Sadar  ,Bakul     
8239,9,21,11,10,0,33,Gazipur,30,Gazipur Sadar  ,Intaj     
8240,6,14,8,6,0,33,Gazipur,30,Gazipur Sadar  ,A.Kashem     
8241,6,14,6,8,0,33,Gazipur,30,Gazipur Sadar  ,Somir     
8242,10,24,11,13,0,33,Gazipur,30,Gazipur Sadar  ,Tutan     
8243,6,16,9,7,0,33,Gazipur,30,Gazipur Sadar  ,Shamsu     
8244,35,87,40,46,1,33,Gazipur,30,Gazipur Sadar  ,Shajahan     
8245,6,20,11,9,0,33,Gazipur,30,Gazipur Sadar  ,Samirul(Hasan)     
8246,7,25,12,13,0,33,Gazipur,30,Gazipur Sadar  ,Mohin(Mannan)     
8247,9,23,11,12,0,33,Gazipur,30,Gazipur Sadar  ,Alamin(Mannan)     
8248,14,68,31,37,0,33,Gazipur,30,Gazipur Sadar  ,Billal     
8249,10,29,15,14,0,33,Gazipur,30,Gazipur Sadar  ,Bachu Mia    
8250,7,22,11,11,0,33,Gazipur,30,Gazipur Sadar  ,Kader/Shukur     
8251,6,22,12,9,1,33,Gazipur,30,Gazipur Sadar  ,Milan     
8252,18,59,46,12,1,33,Gazipur,30,Gazipur Sadar  ,Hafej     
8253,9,28,15,13,0,33,Gazipur,30,Gazipur Sadar  ,Nasir(Khan Manjil)    
8254,8,23,12,11,0,33,Gazipur,30,Gazipur Sadar  ,Hai Shaheb    
8255,7,20,13,7,0,33,Gazipur,30,Gazipur Sadar  ,Hafej Solaiman(Hajibari)    
8256,18,53,33,20,0,33,Gazipur,30,Gazipur Sadar  ,A.Sattar Haji    
8257,60,203,113,90,0,33,Gazipur,30,Gazipur Sadar  ,Bhuyan Manshon    
8258,33,102,54,48,0,33,Gazipur,30,Gazipur Sadar  ,Naskor+Khalil+Feroja     
8259,10,31,19,12,0,33,Gazipur,30,Gazipur Sadar  ,Afsaruddin     
8260,23,83,45,38,0,33,Gazipur,30,Gazipur Sadar  ,Nizam     
8261,17,56,27,29,0,33,Gazipur,30,Gazipur Sadar  ,Amir Ali    
8262,48,160,72,88,0,33,Gazipur,30,Gazipur Sadar  ,Samed Ali+Omar Ali   
8263,12,38,16,22,0,33,Gazipur,30,Gazipur Sadar  ,Amir Ali    
8264,7,30,14,16,0,33,Gazipur,30,Gazipur Sadar  ,Ajijul Haque    
8265,10,22,6,16,0,33,Gazipur,30,Gazipur Sadar  ,Obay Dul Haq   
8266,17,46,22,24,0,33,Gazipur,30,Gazipur Sadar  ,Mokter     
8267,17,49,20,29,0,33,Gazipur,30,Gazipur Sadar  ,Khasru     
8268,20,70,34,36,0,33,Gazipur,30,Gazipur Sadar  ,Dewan Afsar    
8269,30,75,42,33,0,33,Gazipur,30,Gazipur Sadar  ,Kamrul     
8270,31,78,40,37,1,33,Gazipur,30,Gazipur Sadar  ,Afsaruddin     
8271,31,78,40,37,1,33,Gazipur,30,Gazipur Sadar  ,Samsul Hoque    
8272,46,132,70,61,1,33,Gazipur,30,Gazipur Sadar  ,Baydapatti(Nadirpar)     
8273,48,154,77,76,1,33,Gazipur,30,Gazipur Sadar  ,Afazuddin & Shabuddin   
8274,30,94,42,51,1,33,Gazipur,30,Gazipur Sadar  ,Afsar & Rahajuddin   
8275,91,403,214,189,0,33,Gazipur,30,Gazipur Sadar  ,Baydapatti(Nadir Par)    
8276,15,36,15,21,0,33,Gazipur,30,Gazipur Sadar  ,Nazrul Islam    
8277,16,44,28,16,0,33,Gazipur,30,Gazipur Sadar  ,Probat Sharkar    
8278,12,28,15,13,0,33,Gazipur,30,Gazipur Sadar  ,Ziaur Rhman    
8279,16,50,28,22,0,33,Gazipur,30,Gazipur Sadar  ,Delwar Hoshain    
8280,13,32,15,17,0,33,Gazipur,30,Gazipur Sadar  ,Moslem     
8281,10,37,24,13,0,33,Gazipur,30,Gazipur Sadar  ,Firoza Begum    
8282,35,105,53,52,0,33,Gazipur,30,Gazipur Sadar  ,Rabia Akhter    
8283,12,51,35,16,0,33,Gazipur,30,Gazipur Sadar  ,Shahid     
8284,10,31,13,18,0,33,Gazipur,30,Gazipur Sadar  ,Sahera     
8285,19,65,32,33,0,33,Gazipur,30,Gazipur Sadar  ,Iqbal     
8286,14,40,30,10,0,33,Gazipur,30,Gazipur Sadar  ,Delwar     
8287,90,258,165,93,0,33,Gazipur,30,Gazipur Sadar  ,Shamsuddin     
8288,29,59,42,17,0,33,Gazipur,30,Gazipur Sadar  ,Mansur Ali    
8289,10,19,12,7,0,33,Gazipur,30,Gazipur Sadar  ,Amirer Bon    
8290,6,13,7,6,0,33,Gazipur,30,Gazipur Sadar  ,Motaleb Mia    
8291,8,12,8,4,0,33,Gazipur,30,Gazipur Sadar  ,Barek     
8292,9,24,11,13,0,33,Gazipur,30,Gazipur Sadar  ,A.Aziz     
8293,10,23,11,12,0,33,Gazipur,30,Gazipur Sadar  ,Razzaq Bishwas    
8294,12,24,12,12,0,33,Gazipur,30,Gazipur Sadar  ,Delu Banggqri    
8295,8,28,16,12,0,33,Gazipur,30,Gazipur Sadar  ,Monir Hoshen    
8296,14,53,29,24,0,33,Gazipur,30,Gazipur Sadar  ,Mozzafar Hoshen    
8297,9,43,24,19,0,33,Gazipur,30,Gazipur Sadar  ,Milan     
8298,195,578,296,281,1,33,Gazipur,30,Gazipur Sadar  ,Rafatulla     
8299,9,39,16,23,0,33,Gazipur,30,Gazipur Sadar  ,Md.Kashem     
8300,11,42,29,13,0,33,Gazipur,30,Gazipur Sadar  ,Mukul     
8301,13,45,23,22,0,33,Gazipur,30,Gazipur Sadar  ,Engineer     
8302,12,42,23,19,0,33,Gazipur,30,Gazipur Sadar  ,Khorshed     
8303,12,49,49,0,0,33,Gazipur,30,Gazipur Sadar  ,Ishak     
8304,10,49,27,22,0,33,Gazipur,30,Gazipur Sadar  ,Afaj Uddin    
8305,18,68,31,37,0,33,Gazipur,30,Gazipur Sadar  ,Habibur     
8306,13,41,22,19,0,33,Gazipur,30,Gazipur Sadar  ,Jaman Vila    
8307,28,64,35,29,0,33,Gazipur,30,Gazipur Sadar  ,Safiqul Islam    
8308,16,24,17,7,0,33,Gazipur,30,Gazipur Sadar  ,Jahangir Hossain    
8309,10,17,12,5,0,33,Gazipur,30,Gazipur Sadar  ,Safu     
8310,10,28,28,0,0,33,Gazipur,30,Gazipur Sadar  ,Nur Islam    
8311,21,57,33,24,0,33,Gazipur,30,Gazipur Sadar  ,Midul Sharker    
8312,8,21,11,10,0,33,Gazipur,30,Gazipur Sadar  ,Nasir Bakery    
8313,12,40,20,20,0,33,Gazipur,30,Gazipur Sadar  ,Shamima     
8314,10,15,10,5,0,33,Gazipur,30,Gazipur Sadar  ,Shahidul Islam    
8315,10,22,11,11,0,33,Gazipur,30,Gazipur Sadar  ,Alamgir Hossain    
8316,10,23,11,12,0,33,Gazipur,30,Gazipur Sadar  ,Aziz     
8317,20,79,48,31,0,33,Gazipur,30,Gazipur Sadar  ,Shamsu Haji    
8318,8,26,13,13,0,33,Gazipur,30,Gazipur Sadar  ,A. Salam Sarker   
8319,103,370,254,116,0,33,Gazipur,30,Gazipur Sadar  ,A.Sattar Sarker    
8320,26,96,96,0,0,33,Gazipur,30,Gazipur Sadar  ,Robi Sharker    
8321,30,115,114,1,0,33,Gazipur,30,Gazipur Sadar  ,Robi Sharker    
8322,36,125,69,56,0,33,Gazipur,30,Gazipur Sadar  ,Robi Sharker    
8323,35,108,51,57,0,33,Gazipur,30,Gazipur Sadar  ,Robi Sharker    
8324,29,97,48,49,0,33,Gazipur,30,Gazipur Sadar  ,Harun     
8325,33,97,56,41,0,33,Gazipur,30,Gazipur Sadar  ,Zaynal     
8326,33,111,48,63,0,33,Gazipur,30,Gazipur Sadar  ,Anis Chaw.    
8327,40,131,71,60,0,33,Gazipur,30,Gazipur Sadar  ,Md.Shapan Chow.    
8328,39,138,71,65,2,33,Gazipur,30,Gazipur Sadar  ,Azad     
8329,16,50,26,24,0,33,Gazipur,30,Gazipur Sadar  ,Haji Ashraf    
8330,19,65,31,34,0,33,Gazipur,30,Gazipur Sadar  ,Dr.Ratan     
8331,21,58,33,25,0,33,Gazipur,30,Gazipur Sadar  ,Dulu     
8332,16,43,22,21,0,33,Gazipur,30,Gazipur Sadar  ,Billal     
8333,18,73,36,37,0,33,Gazipur,30,Gazipur Sadar  ,Atwar Sharker    
8334,67,267,267,0,0,33,Gazipur,30,Gazipur Sadar  ,Khorshed Sarker    
8335,6,24,24,0,0,33,Gazipur,30,Gazipur Sadar  ,Razzaq     
8336,5,19,19,0,0,33,Gazipur,30,Gazipur Sadar  ,A.Zabbar (Salam)    
8337,80,249,130,119,0,33,Gazipur,30,Gazipur Sadar  ,Zaynal     
8338,64,185,108,76,1,33,Gazipur,30,Gazipur Sadar  ,Ranar     
8339,70,158,92,63,3,33,Gazipur,30,Gazipur Sadar  ,Litan     
8340,5,13,6,7,0,33,Gazipur,30,Gazipur Sadar  ,Habibur     
8341,17,53,31,22,0,33,Gazipur,30,Gazipur Sadar  ,Siddiq     
8342,68,242,115,126,1,33,Gazipur,30,Gazipur Sadar  ,Wahed Ali    
8343,85,219,116,103,0,33,Gazipur,30,Gazipur Sadar  ,Moti Mia    
8344,18,74,27,47,0,33,Gazipur,30,Gazipur Sadar  ,Manju/Sattar     
8345,40,114,63,51,0,33,Gazipur,30,Gazipur Sadar  ,Sattar     
8346,12,45,45,0,0,33,Gazipur,30,Gazipur Sadar  ,Mosharaf     
8347,100,368,197,171,0,33,Gazipur,30,Gazipur Sadar  ,Kachari Chola Rajnagar   
8348,11,41,23,18,0,33,Gazipur,30,Gazipur Sadar  ,Rahim     
8349,19,67,29,38,0,33,Gazipur,30,Gazipur Sadar  ,Solayman     
8350,10,33,14,19,0,33,Gazipur,30,Gazipur Sadar  ,Amenar Maa    
8351,18,66,27,39,0,33,Gazipur,30,Gazipur Sadar  ,Monir     
8352,20,59,30,29,0,33,Gazipur,30,Gazipur Sadar  ,Pannu & Musa   
8353,35,96,46,50,0,33,Gazipur,30,Gazipur Sadar  ,Harun‐2     
8354,16,53,36,17,0,33,Gazipur,30,Gazipur Sadar  ,Shipun     
8355,17,45,24,21,0,33,Gazipur,30,Gazipur Sadar  ,Mizanur     
8356,19,55,32,23,0,33,Gazipur,30,Gazipur Sadar  ,Shahid & Hanif   
8357,31,91,46,45,0,33,Gazipur,30,Gazipur Sadar  ,Uzzal/Nur Islam Sarkar   
8358,65,180,91,89,0,33,Gazipur,30,Gazipur Sadar  ,Harun     
8359,17,55,24,31,0,33,Gazipur,30,Gazipur Sadar  ,Razib Chow.    
8360,34,102,58,44,0,33,Gazipur,30,Gazipur Sadar  ,Moynar Bapp    
8361,17,46,25,21,0,33,Gazipur,30,Gazipur Sadar  ,Ibrahim     
8362,83,235,164,71,0,33,Gazipur,30,Gazipur Sadar  ,Saiful Chow.    
8363,17,57,26,31,0,33,Gazipur,30,Gazipur Sadar  ,Chan Mia    
8364,27,77,40,37,0,33,Gazipur,30,Gazipur Sadar  ,Mosharraf Master    
8365,15,51,29,22,0,33,Gazipur,30,Gazipur Sadar  ,Brek Professor‐2    
8366,10,26,10,16,0,33,Gazipur,30,Gazipur Sadar  ,Abul     
8367,16,41,16,25,0,33,Gazipur,30,Gazipur Sadar  ,Mannan     
8368,25,78,49,29,0,33,Gazipur,30,Gazipur Sadar  ,Rasel     
8369,5,69,38,31,0,33,Gazipur,30,Gazipur Sadar  ,Sirajul Islam    
8370,41,108,60,48,0,33,Gazipur,30,Gazipur Sadar  ,Titu & Brothers   
8371,14,39,20,19,0,33,Gazipur,30,Gazipur Sadar  ,Nurul Islam Army   
8372,39,116,54,62,0,33,Gazipur,30,Gazipur Sadar  ,Shahjahan     
8373,15,57,23,34,0,33,Gazipur,30,Gazipur Sadar  ,Kamal Hossain    
8374,11,28,14,14,0,33,Gazipur,30,Gazipur Sadar  ,Rahmat Ullah/Shahid Ullah   
8375,18,63,38,25,0,33,Gazipur,30,Gazipur Sadar  ,Delwar Munshi‐1    
8376,30,88,47,41,0,33,Gazipur,30,Gazipur Sadar  ,Delwar Munshi‐2    
8377,26,87,52,35,0,33,Gazipur,30,Gazipur Sadar  ,Delwar Hossain    
8378,27,71,36,35,0,33,Gazipur,30,Gazipur Sadar  ,Kabir     
8379,15,47,27,20,0,33,Gazipur,30,Gazipur Sadar  ,Lihaz Uddin    
8380,74,178,97,81,0,33,Gazipur,30,Gazipur Sadar  ,Siddik     
8381,23,59,31,28,0,33,Gazipur,30,Gazipur Sadar  ,Ranga Mia & Momin  
8382,22,54,24,30,0,33,Gazipur,30,Gazipur Sadar  ,Zahangir     
8383,34,89,42,47,0,33,Gazipur,30,Gazipur Sadar  ,Jashim     
8384,15,41,19,22,0,33,Gazipur,30,Gazipur Sadar  ,Joynuddin Sarkar    
8385,39,119,59,60,0,33,Gazipur,30,Gazipur Sadar  ,Motiur Rahman Bhulu‐1   
8386,26,78,44,34,0,33,Gazipur,30,Gazipur Sadar  ,Professor Bari    
8387,100,269,126,143,0,33,Gazipur,30,Gazipur Sadar  ,Felu Miah    
8388,30,80,32,48,0,33,Gazipur,30,Gazipur Sadar  ,Mozibur     
8389,15,37,18,19,0,33,Gazipur,30,Gazipur Sadar  ,Rashid     
8390,15,51,25,26,0,33,Gazipur,30,Gazipur Sadar  ,Altaf Hazi    
8391,40,119,59,60,0,33,Gazipur,30,Gazipur Sadar  ,Mulum     
8392,14,34,16,18,0,33,Gazipur,30,Gazipur Sadar  ,Helal     
8393,47,144,71,73,0,33,Gazipur,30,Gazipur Sadar  ,Shamim     
8394,11,34,13,21,0,33,Gazipur,30,Gazipur Sadar  ,Nuruddin     
8395,38,88,44,44,0,33,Gazipur,30,Gazipur Sadar  ,Zahid     
8396,32,85,44,41,0,33,Gazipur,30,Gazipur Sadar  ,Babul     
8397,12,33,17,16,0,33,Gazipur,30,Gazipur Sadar  ,Zashim     
8398,14,43,24,19,0,33,Gazipur,30,Gazipur Sadar  ,Abul     
8399,13,35,21,14,0,33,Gazipur,30,Gazipur Sadar  ,Shirajul     
8400,40,91,45,46,0,33,Gazipur,30,Gazipur Sadar  ,Khalek     
8401,82,227,119,108,0,33,Gazipur,30,Gazipur Sadar  ,Milon     
8402,10,22,12,10,0,33,Gazipur,30,Gazipur Sadar  ,Shahajuddin Chow.‐1    
